Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,Account_id_x,Provider_Number_x,Definitive_ID,Customer_ID,initial_score,score_label,is_kids_hospital,Provider_Number_y,GPO_Affiliations,Hospital_Name,post_state_score_label,post_state_applied,post_HealthTrust_score_label,post_HealthTrust_applied,post_Vazient_and_kids_score_label,post_Vazient_and_kids_applied,final_score,Account_id_y,first_year_month_transaction,Daily_Revenue_mean_2018,Daily_Revenue_sum_2018,Total_Daily_Revenue,is_quva_customer,Provider_Number,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,idn_final_score_label,is_independent,Pharmacy_Costs,Provider_ID,Total_Costs,Total_Charges,Pharmacy_Total_Cost,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
0,56.128,50,0,4438,8,1.101,1852769,24.583,0,0.333,0,0,0,0,0.333,0,0,35,1,0,0,1,22.222,,443027,6226,nan,32.444,D,FALSE,443027,Vizient,Healthsouth Rehab Hospital Of Kingsport,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,443027,37660,Encompass Health Corporation (FKA HealthSouth),7277,KINGSPORT,TN,Chicago,"Williams,Ly",0.005,9681,130,D,FALSE,,443027,11246006,25619807,0,-82.5618,36.5484,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,36.379,25,0,1298,2,0.957,1328274,0,0,0,0,0,1,0,0.333,0,0,36.667,1,1,1,0,11.111,0014100000X1V2BAAV,451364,4062,9946,31.556,D,FALSE,451364,"Premier Inc, Intalere (FKA: Amerinet)",Otto Kaiser Memorial Hospital,D,FALSE,D,FALSE,D,FALSE,D,0014100000X1V2BAAV,16-Jul,94,376,1692,TRUE,451364,78119,,-1,KENEDY,TX,Dallas,"Ballew,Ho",,,,,TRUE,,451364,21985946,36655797,0,-97.8456,28.8046,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,58.197,14,0,1439,1,0.812,723393,0,0,0.333,0,0,1,0,0.333,0,0,40,1,0,1,0,11.111,0014100000X1V2EAAV,451320,3888,9959,34.222,D,FALSE,451320,Intalere (FKA: Amerinet),Bayside Community Hospital,D,FALSE,D,FALSE,D,FALSE,D,0014100000X1V2EAAV,16-Jul,94,94,564,TRUE,451320,77514,,-1,ANAHUAC,TX,Houston,"Elliot, Er",,,,,TRUE,131731,451320,8264967,20101663,228971,-94.593,29.662,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,54.978,25,0,2322,1,1.07,1499496,0,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,11.111,0014100000ZJestAAD,521300,4580,10251,10.222,D,FALSE,521300,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Ministry Eagle River Memorial Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,521300,54521,Ascension in Wisconsin (FKA Ministry Health Care),7151,EAGLE RIVER,WI,Minneapolis,"Moeller,Ja",0.043,585,10,D,FALSE,,521300,12046927,30306989,0,-89.2531,45.9161,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2550,78.32,158,3.281,8030,5,1.401,16946149,21.536,0.167,0.333,0.375,0.25,1,0.333,0,0,0,17.5,0,0,0,0,66.667,0014100000ZJesuAAD,150084*,541946,10252,27.333,D,FALSE,150084*,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St Vincent Womens Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,150084*,46260,St Vincent Health,274347,INDIANAPOLIS,IN,Detroit,"Satow, Ma",0.052,2553,26,D,FALSE,,150084*,768543917,3409575326,83895924,-86.1797,39.8977,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2480,261.521,107,13.5,60,5,3.138,11299734,44,0.167,0,0.25,0,1,0,0,0.5,0.429,16.786,0,0,0,0,44.444,,150153,1317,10409,22.317,D,FALSE,150153,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St Vincent Heart Center,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,150153,46260,St Vincent Health,274347,INDIANAPOLIS,IN,Detroit,"Satow, Ma",0.035,2553,26,D,FALSE,1781174,150153,105045631,483559923,1781174,-86.1797,39.8977,"(1001.0, 5000.0]","(0.0, 48.525]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(39.828, 63.414]","(12.618, 14.957]"
0,56.128,72,0,4438,36,1.68,8049969,24.583,0,0.333,0.125,0,0,0.333,0,0,0,6.25,0,0,0,0,33.333,,152020,5402,10260,11.667,D,FALSE,152020,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St Vincent Seton Specialty Hospital Indianapolis,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,152020,46260,St Vincent Health,274347,INDIANAPOLIS,IN,Detroit,"Satow, Ma",0.024,2553,26,D,FALSE,3591473,152020,35916096,120296271,3591473,-86.1797,39.8977,"(0.0, 1001.0]","(48.525, 80.564]","(50.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2550,78.32,158,3.281,8030,5,1.401,16946149,21.536,0.167,0.333,0.375,0.25,1,0.333,0,0,0,17.5,0,0,0,0,66.667,,150084*,541947,nan,27.333,D,TRUE,150084*,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Peyton Manning Childrens Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,150084*,46260,St Vincent Health,274347,INDIANAPOLIS,IN,Detroit,"Satow, Ma",0.052,2553,26,D,FALSE,,150084*,768543917,3409575326,83895924,-86.1797,39.8977,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,150084,1360,10255,24.111,D,FALSE,150084,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St Vincent Indianapolis Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,150084,46260,St Vincent Health,274347,INDIANAPOLIS,IN,Detroit,"Satow, Ma",0.052,2553,26,D,FALSE,83895924,,,,,-86.1797,39.8977,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,51.743,287,0,12361,5,1.55,38608303,0,0,0.333,0.5,0.25,1,0.333,0,0,0,46.25,1,1,0,0,88.889,0014100000ZJesvAAD,210011,1915,10253,54.778,B,FALSE,210011,"Premier Inc, The Resource Group (AKA Resource & Supply Management Group - Ascension Health)",Saint Agnes Hospital (AKA Saint Agnes Healthcare),B,FALSE,B,FALSE,B,FALSE,B,0014100000ZJesvAAD,17-May,2642.407,18496.85,41821.85,TRUE,210011,21229,Ascension Health,4695,BALTIMORE,MD,Washington DC,"Hubbard,Ad",0.134,2142,7,D,FALSE,10825303,210011,250184865,413867371,10825303,-76.6899,39.2856,"(0.0, 1001.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2550,92.57,158,3.281,6818,5,1.401,16946149,21.536,0.167,0.667,0.375,0.25,1,0.333,0,0,0,20.833,0,0,0,0,66.667,0014100000ZJeswAAD,520051*,274350,10254,30,D,FALSE,520051*,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Columbia St Marys Womens Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,520051*,53211,Ascension Columbia St Marys Health System,274348,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.298,372,6,D,FALSE,,520051*,394267174,1203984129,4138416,-87.8895,43.082,"(1001.0, 5000.0]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,49,0,4438,5,1.198,1863500,24.583,0,0.333,0,0,1,0.333,0.333,0,0,11.667,0,0,0,0,22.222,,523025,5559,nan,13.778,D,FALSE,523025,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Sacred Heart Rehabilitation Institute,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,523025,53211,Ascension Columbia St Marys Health System,274348,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.092,372,6,D,FALSE,864990,523025,16260415,31488274,864990,-87.8895,43.082,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,520051,4538,nan,24.111,D,FALSE,520051,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Columbia St Marys Hospital - Milwaukee,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,520051,53211,Ascension Columbia St Marys Health System,274348,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.294,372,6,D,FALSE,4138416,,,,,-87.8895,43.082,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
4509,59.885,94,6,7729,4,1.608,8677804,27,0.167,0.333,0.125,0.25,1,0.333,0,0,0.143,16.429,0,0,0,0,44.444,0014100000ZJesyAAD,170142,1606,10256,22.032,D,FALSE,170142,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Via Christi Hospital Manhattan (FKA Mercy Regional Health Center),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,170142,66502,Ascension Via Christi Health,7084,MANHATTAN,KS,Minneapolis,"Moeller,Ja",0.073,970,8,D,FALSE,,170142,79677066,311152621,0,-96.5858,39.1938,"(1001.0, 5000.0]","(48.525, 80.564]","(50.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
698,59.885,13,0,7729,0,2.093,0,79.091,0,0.333,0,0.25,1,0.667,0,1,0,47.917,1,1,0,0,11.111,,170190,1605,nan,40.556,C,FALSE,170190,Premier Inc,Manhattan Surgical Hospital Llc,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,170190,66502,,-1,MANHATTAN,KS,Minneapolis,"Moeller,Ja",,,,,TRUE,,170190,19601902,101774198,0,-96.5858,39.1938,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(63.414, 82.273]","(0.0, 5.0]"
6050,53.245,148,4.667,5938,5,1.541,14105343,27.75,0.333,0.333,0.25,0.25,1,0.333,0,0,0,48.75,1,1,0,0,55.556,0014100000ZJet0AAD,330011,2761,10258,50.111,B,FALSE,330011,"Premier Inc, The Resource Group (AKA Resource & Supply Management Group - Ascension Health)",Ascension Lourdes Hospital (AKA Our Lady of Lourdes Memorial Hospital),B,FALSE,B,FALSE,B,FALSE,B,0014100000ZJet0AAD,17-May,2070,2070,9355,TRUE,330011,13905,Ascension Health,4695,BINGHAMTON,NY,Boston,"Mckeon, Pa",0.069,2142,7,D,FALSE,16418278,330011,241020459,861984063,16418278,-75.9309,42.1151,"(5000.0, 9140.479]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
9650,95.499,767,5.333,8317,5,1.631,61476546,21,0.5,0.667,0.5,0.25,1,0.333,0,0,0.143,28.512,0,0,0,0,100,0014100000ZJet1AAD,260077,2432,10259,42.81,C,FALSE,260077,"Resource Optimization and Innovation (ROi), The Resource Group (AKA Resource & Supply Management Group - Ascension Health)",St Anthonys Medical Center,C,FALSE,C,FALSE,C,FALSE,C,0014100000ZJet1AAD,17-May,20869.94,125219.64,160917.14,TRUE,260077,63128,Mercy (MO),7027,SAINT LOUIS,MO,Chicago,"Williams,Ly",0.146,4788,39,D,FALSE,25952395,260077,381535457,1201326475,25952395,-90.3772,38.4915,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
2550,95.499,158,3.281,8317,5,1.401,16946149,21.536,0.167,0.667,0.375,0.25,1,0.333,0,0,0,50.833,1,0,0,1,66.667,,262010*,577632,nan,54,B,FALSE,262010*,Vizient,Kindred Hospital St Louis - St Anthonys,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,262010*,63128,Kindred Healthcare,7048,SAINT LOUIS,MO,Chicago,"Williams,Ly",0.017,6824,83,D,FALSE,,,,,,-90.3772,38.4915,"(1001.0, 5000.0]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,50.339,25,0,3939,2,1.138,1895374,0,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,11.111,0014100000ZJet3AAD,11305,24,10261,10.222,D,FALSE,11305,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension St Vincents Blount,C,TRUE,D,FALSE,D,FALSE,C,,,,,,FALSE,11305,35121,Ascension St Vincents Health System,274339,ONEONTA,AL,New Orleans,"Mangum,Ch",0.042,592,5,D,FALSE,,11305,21308944,83489225,0,-86.4741,33.9259,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2636,49.312,155,9.333,12619,6,1.573,15959212,38.25,0.167,0.333,0.375,0.25,1,0.333,0,0,0.143,18.929,0,0,0,0,55.556,0014100000ZJet4AAD,520078,4536,10262,26.254,D,FALSE,520078,"The Resource Group (AKA Resource & Supply Management Group - Ascension Health), Resource Optimization and Innovation (ROi)",Ascension Wheaton Franciscan Healthcare - St Francis,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,520078,53215,Ascension Wheaton Franciscan Healthcare,4745,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.133,846,7,D,FALSE,3240014,520078,173458086,532937193,3240014,-87.9429,43.006,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
22958,49.312,919,7.667,12619,7,1.891,113926594,38.167,0.5,0.333,0.5,0.25,0,0.333,0,0,0.143,50.179,1,1,0,0,100,,520138,4534,nan,60.143,B,FALSE,520138,Premier Inc,Aurora St Lukes Medical Center,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,520138,53215,Aurora Health Care,4696,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.357,2257,16,C,FALSE,69235595,520138,1070422259,5253277931,71497588,-87.9429,43.006,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
2550,49.312,158,3.281,12619,5,1.401,16946149,21.536,0.167,0.333,0.375,0.25,1,0.333,0,0,0,47.5,1,0,0,1,66.667,,522006*,542178,nan,51.333,B,FALSE,522006*,Vizient,Select Specialty Hospital - Milwaukee (Saint Lukes Campus),B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,522006*,53215,Select Medical Corporation,7013,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.024,4818,104,D,FALSE,,,,,,-87.9429,43.006,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
7173,40.717,130,11.333,5324,5,1.528,16973401,31.167,0.333,0,0.25,0.25,1,0.333,0,0,0.286,18.274,0,0,0,0,44.444,0014100000ZJet5AAD,150088,1351,10263,23.508,D,FALSE,150088,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St Vincent Anderson Regional Hospital (FKA St Johns Health System),D,FALSE,D,FALSE,D,FALSE,D,0014100000ZJet5AAD,17-May,2865.01,14325.05,22656.05,TRUE,150088,46016,St Vincent Health,274347,ANDERSON,IN,Detroit,"Satow, Ma",0.043,2553,26,D,FALSE,25896099,150088,164370403,644154595,25896099,-85.6846,40.0988,"(5000.0, 9140.479]","(0.0, 48.525]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(10.0, 12.618]"
0,55.892,35,0,9790,4,1.764,5278664,0,0,0.333,0,0.25,1,0.333,0.333,0,0,12.917,0,0,0,0,22.222,0014100000ZJet6AAD,501337,4358,10264,14.778,D,FALSE,501337,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Lourdes Health (AKA Lourdes Medical Center),D,FALSE,D,FALSE,D,FALSE,D,0014100000ZJet6AAD,18-Jan,517.5,517.5,517.5,TRUE,501337,99301,Ascension Lourdes Health Network,274329,PASCO,WA,Seattle,"Fletcher, Mi",0.614,57,2,D,FALSE,5614276,501337,79218965,241308049,5614276,-119.1044,46.2492,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
13540,50.535,503,6.333,2741,6,1.902,60309658,17.667,0.5,0.333,0.5,0,1,0.667,0,0,0.143,25.595,0,0,0,0,100,0014100000ZJetBAAT,370114,3361,10269,40.476,C,FALSE,370114,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St John Medical Center,C,FALSE,C,FALSE,C,FALSE,C,0014100000ZJetBAAT,17-May,2185,13110,53797.5,TRUE,370114,74104,St John Health System (FKA Marian Health System),541931,TULSA,OK,Dallas,"Ballew,Ho",0.47,912,9,D,FALSE,39866387,370114,496350317,1863933055,38009454,-95.9526,36.1464,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
10232,50.535,484,5,2741,6,1.949,49051763,27.25,0.5,0.333,0.5,0,1,0.667,0,0,0,24.167,0,0,0,0,100,,370001,3366,nan,39.333,C,FALSE,370001,HealthTrust Purchasing Group (HPG),Hillcrest Medical Center,C,FALSE,D,TRUE,C,FALSE,D,,,,,,FALSE,370001,74104,Hillcrest Healthcare System,541949,TULSA,OK,Dallas,"Ballew,Ho",0.497,973,7,D,FALSE,45175948,370001,404569075,2317800382,45175948,-95.9526,36.1464,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,40,0,4438,5,1.121,1582125,24.583,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,22.222,,373034,923824,nan,12.444,D,FALSE,373034,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St John Rehabilitation Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,373034,74104,St John Health System (FKA Marian Health System),541931,TULSA,OK,Dallas,"Ballew,Ho",0.037,912,9,D,FALSE,,373034,10537391,17635533,0,-95.9526,36.1464,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,37P001,550161,nan,24.111,D,FALSE,37P001,,Oklahoma Heart Institute on the Campus of Hillcrest Medical Center,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,37P001,74104,Ardent (FKA Ardent Health Services),7054,TULSA,OK,Dallas,"Ballew,Ho",0.804,194,2,D,FALSE,,,,,,-95.9526,36.1464,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2336,49.346,50,0,3944,4,1.24,3372920,29.896,0.167,0.333,0,0,1,0.333,0.333,0,0,44.167,1,0,1,1,22.222,0014100000ZJetDAAT,390052,3481,10271,39.778,C,FALSE,390052,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Highmark (AKA Provider Supply Chain Partners)",Penn Highlands Clearfield,C,FALSE,C,FALSE,C,FALSE,C,0014100000ZJetDAAT,17-May,400.12,2000.6,4430.5,TRUE,390052,16830,Penn Highlands Healthcare,550077,CLEARFIELD,PA,Pittsburgh,"Demetra,Mi",0.107,468,4,C,FALSE,822638,390052,37494558,107787851,822638,-78.4435,41.021,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,48.513,25,0,883,1,1.046,1925651,0,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,11.111,0014100000ZJetFAAT,261310,2434,10273,31.556,D,FALSE,261310,"Vizient, Cardinal Health",Scotland County Memorial Hospital,D,FALSE,D,FALSE,D,FALSE,D,0014100000ZJetFAAT,17-May,194.25,971.25,1561.55,TRUE,261310,63555,,-1,MEMPHIS,MO,Minneapolis,"Moeller,Ja",,,,,TRUE,1128490,261310,14967660,36720237,1128490,-92.1851,40.4619,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
4503,99.932,231,9.333,9931,6,1.589,24127683,28.667,0.167,0.667,0.375,0.25,1,0.333,0,0,0.143,22.262,0,0,0,0,88.889,0014100000ZJetHAAT,230254,2080,10275,35.587,D,FALSE,230254,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Crittenton Hospital (FKA Crittenton Hospital Medical Center),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,230254,48307,Ascension Health,4695,ROCHESTER,MI,Detroit,"Satow, Ma",0.108,2142,7,D,FALSE,9170566,230254,166284420,572609098,9170566,-83.1225,42.6593,"(1001.0, 5000.0]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
6382,23.414,1707,3.667,2814,10,1.948,240880124,20.25,0.333,0,0.625,0,0,0.667,0,0,0,44.583,1,1,1,1,100,0014100001eBE25AAG,100022,845,10828,55.667,B,FALSE,100022,"Intalere (FKA: Amerinet), Vizient, Premier Inc",Jackson Memorial Hospital,B,FALSE,B,FALSE,B,FALSE,B,0014100001eBE25AAG,18-May,47083.13,141249.39,141249.39,TRUE,100022,33136,Jackson Health System (FL),274134,MIAMI,FL,Miami,OTHER,0.684,1863,6,C,FALSE,,100022,1490914408,5223512538,0,-80.2042,25.7864,"(5000.0, 9140.479]","(0.0, 48.525]","(1532.489, 2409.971]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
4146,23.414,56,0,2814,1,1.377,1096453,0,0.167,0,0.125,0,1,0.333,0.333,0,0,42.083,1,0,1,0,33.333,,100240,856,nan,40.333,C,FALSE,100240,"HealthTrust Purchasing Group (HPG), Intalere (FKA: Amerinet)",Bascom Palmer Eye Institute (FKA: Anne Bates Leach Eye Hospital),C,FALSE,D,TRUE,C,FALSE,D,,,,,,FALSE,100240,33136,University Of Miami Health System (AKA UHealth),550809,MIAMI,FL,Miami,OTHER,0.098,572,3,D,FALSE,,100240,109943596,553075591,0,-80.2042,25.7864,"(1001.0, 5000.0]","(0.0, 48.525]","(50.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
3988,23.414,476,4,2814,7,1.798,48771179,22.25,0.167,0,0.5,0,0,0.333,0,0,0,9.167,0,0,0,0,100,,100009,847,nan,27.333,D,FALSE,100009,HealthTrust Purchasing Group (HPG),University Of Miami Hospital,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,100009,33136,University Of Miami Health System (AKA UHealth),550809,MIAMI,FL,Miami,OTHER,0.832,572,3,D,FALSE,27224660,100009,402844340,2555584087,27224660,-80.2042,25.7864,"(1001.0, 5000.0]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
