Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,initial_score,score_label,is_kids_hospital,Provider_Number,GPO_Affiliations,Hospital_Name_x,post_state_score_label,post_HealthTrust_score_label,post_Vazient_and_kids_score_label,post_state_applied,post_HealthTrust_applied,post_Vazient_and_kids_applied,final_score,Daily_Revenue_sum_2018,Daily_Revenue_mean_2018,first_year_month_transaction,Total_Daily_Revenue,is_quva_customer,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,is_independent,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
5989.375,92.57,263,9,6818,6.24,1.643,36473578,30,0.333,0.667,0.6,0.25,1,0.333,0,0,0.143,27.012,0,0,0,0,35.556,28.721,D,FALSE,520051,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Columbia St Marys Hospital - Milwaukee,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,53211,Ascension Columbia St Marys Health System,274348,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.549,95.8,5,FALSE,-87.8895,43.082,"(5000.0, 9140.479]","(80.564, 141.836]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,49,3.359,4438,5.49,1.198,1863500,24.583,0,0.333,0,0,1,0.333,0.333,0,0,11.667,0,0,0,0,13.333,12,D,FALSE,523025,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Sacred Heart Rehabilitation Institute,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,53211,Ascension Columbia St Marys Health System,274348,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.102,95.8,5,FALSE,-87.8895,43.082,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
4508.75,59.885,94,6,7729,3.75,1.608,8677804,27,0.167,0.333,0,0.25,1,0.333,0,0,0.143,15.179,0,0,0,0,22.222,16.587,D,FALSE,170142,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Via Christi Hospital Manhattan (FKA Mercy Regional Health Center),D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,66502,Ascension Via Christi Health,7084,MANHATTAN,KS,Minneapolis,"Moeller,Ja",0.097,161.667,6,FALSE,-96.5858,39.1938,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
698.5,59.885,13,3.359,7729,0.35,2.093,0,79.091,0,0.333,0,0.25,1,0.667,0,1,0,47.917,1,1,0,0,4.444,39.222,C,FALSE,170190,Premier Inc,Manhattan Surgical Hospital Llc,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,66502,,-1,MANHATTAN,KS,Minneapolis,"Moeller,Ja",,,,TRUE,-96.5858,39.1938,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(63.414, 82.273]","(0.0, 5.0]"
6049.875,53.245,148,4.667,5938,5.05,1.541,14105343,27.75,0.333,0.333,0.2,0.25,1,0.333,0,0,0,48.25,1,1,0,0,26.667,43.933,B,FALSE,330011,"Premier Inc, The Resource Group (AKA Resource & Supply Management Group - Ascension Health)",Ascension Lourdes Hospital (AKA Our Lady of Lourdes Memorial Hospital),B,B,B,FALSE,FALSE,FALSE,B,2070,2070,201705,9355,TRUE,13905,Ascension Health,4695,BINGHAMTON,NY,Boston,"Mckeon, Pa",0.069,306,7,FALSE,-75.9309,42.1151,"(5000.0, 9140.479]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
9650.375,95.499,767,5.333,8317,5.066,1.631,61476546,21,0.5,0.667,0.6,0.25,1,0.333,0,0,0.143,29.512,0,0,0,0,40,31.61,D,FALSE,260077,"Resource Optimization and Innovation (ROi), The Resource Group (AKA Resource & Supply Management Group - Ascension Health)",St Anthonys Medical Center,D,D,D,FALSE,FALSE,FALSE,D,125219.64,20869.94,201705,160917.14,TRUE,63128,Mercy (MO),7027,SAINT LOUIS,MO,Chicago,"Williams,Ly",0.142,154.6,34,FALSE,-90.3772,38.4915,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,50.339,25,3.359,3939,2.122,1.138,1895374,21.597,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,4.444,8.889,D,FALSE,11305,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension St Vincents Blount,C,D,D,TRUE,FALSE,FALSE,C,,,-1,,FALSE,35121,Ascension St Vincents Health System,274339,ONEONTA,AL,New Orleans,"Mangum,Ch",0.057,109,4,FALSE,-86.4741,33.9259,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2635.875,49.312,155,9.333,12619,6.176,1.573,15959212,38.25,0.167,0.333,0.4,0.25,1,0.333,0,0,0.143,19.179,0,0,0,0,26.667,20.676,D,FALSE,520078,"The Resource Group (AKA Resource & Supply Management Group - Ascension Health), Resource Optimization and Innovation (ROi)",Ascension Wheaton Franciscan Healthcare - St Francis,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,53215,Ascension Wheaton Franciscan Healthcare,4745,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.183,169.2,5,FALSE,-87.9429,43.006,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
22958.25,49.312,919,7.667,12619,6.85,1.891,113926594,38.167,0.5,0.333,0.6,0.25,0,0.333,0,0,0.143,51.179,1,1,0,0,40,48.943,B,FALSE,520138,Premier Inc,Aurora St Lukes Medical Center,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,53215,Aurora Health Care,4696,MILWAUKEE,WI,Minneapolis,"Moeller,Ja",0.405,162,14,FALSE,-87.9429,43.006,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
7172.625,40.717,130,11.333,5324,5.11,1.528,16973401,31.167,0.333,0,0.2,0.25,1,0.333,0,0,0.286,17.774,0,0,0,0,26.667,19.552,D,FALSE,150088,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St Vincent Anderson Regional Hospital (FKA St Johns Health System),D,D,D,FALSE,FALSE,FALSE,D,14325.05,2865.01,201705,22656.05,TRUE,46016,St Vincent Health,274347,ANDERSON,IN,Detroit,"Satow, Ma",0.06,128.412,17,FALSE,-85.6846,40.0988,"(5000.0, 9140.479]","(0.0, 48.525]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(10.0, 12.618]"
0,55.892,35,3.359,9790,3.806,1.764,5278664,21.597,0,0.333,0,0.25,1,0.333,0.333,0,0,12.917,0,0,0,0,8.889,12.111,D,FALSE,501337,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Lourdes Health (AKA Lourdes Medical Center),D,D,D,FALSE,FALSE,FALSE,D,517.5,517.5,201801,517.5,TRUE,99301,Ascension Lourdes Health Network,274329,PASCO,WA,Seattle,"Fletcher, Mi",0.614,28.5,2,FALSE,-119.1044,46.2492,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
13539.75,50.535,503,6.333,2741,5.85,1.902,60309658,17.667,0.5,0.333,0.6,0,1,0.667,0,0,0.143,26.595,0,0,0,0,40,29.276,D,FALSE,370114,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St John Medical Center,D,D,D,FALSE,FALSE,FALSE,D,13110,2185,201705,53797.5,TRUE,74104,St John Health System (FKA Marian Health System),541931,TULSA,OK,Dallas,"Ballew,Ho",0.596,93.778,8,FALSE,-95.9526,36.1464,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
10232.25,50.535,484,5,2741,6.332,1.949,49051763,27.25,0.5,0.333,0.6,0,1,0.667,0,0,0,25.167,0,0,0,0,40,28.133,D,FALSE,370001,HealthTrust Purchasing Group (HPG),Hillcrest Medical Center,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,74104,Hillcrest Healthcare System,541949,TULSA,OK,Dallas,"Ballew,Ho",0.497,139,7,FALSE,-95.9526,36.1464,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,40,3.359,4438,4.518,1.121,1582125,24.583,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,8.889,9.778,D,FALSE,373034,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St John Rehabilitation Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,74104,St John Health System (FKA Marian Health System),541931,TULSA,OK,Dallas,"Ballew,Ho",0.047,93.778,8,FALSE,-95.9526,36.1464,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2335.5,49.346,50,3.359,3944,3.592,1.24,3372920,29.896,0.167,0.333,0,0,1,0.333,0.333,0,0,44.167,1,0,1,1,13.333,38,C,FALSE,390052,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Highmark (AKA Provider Supply Chain Partners)",Penn Highlands Clearfield,C,C,C,FALSE,FALSE,FALSE,C,2000.6,400.12,201705,4430.5,TRUE,16830,Penn Highlands Healthcare,550077,CLEARFIELD,PA,Pittsburgh,"Demetra,Mi",0.107,117,4,FALSE,-78.4435,41.021,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,48.513,25,3.359,883,1.366,1.046,1925651,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,4.444,30.222,D,FALSE,261310,"Vizient, Cardinal Health",Scotland County Memorial Hospital,D,D,D,FALSE,FALSE,FALSE,D,971.25,194.25,201705,1561.55,TRUE,63555,,-1,MEMPHIS,MO,Minneapolis,"Moeller,Ja",,,,TRUE,-92.1851,40.4619,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
4503,99.932,231,9.333,9931,5.554,1.589,24127683,28.667,0.167,0.667,0.4,0.25,1,0.333,0,0,0.143,22.512,0,0,0,0,31.111,24.232,D,FALSE,230254,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Ascension Crittenton Hospital (FKA Crittenton Hospital Medical Center),D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,48307,Ascension Health,4695,ROCHESTER,MI,Detroit,"Satow, Ma",0.108,306,7,FALSE,-83.1225,42.6593,"(1001.0, 5000.0]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
2127.875,55.589,54,3.359,5419,3.338,1.312,4740059,30.312,0.167,0.333,0,0.25,1,0.333,0.333,0,0,45.417,1,1,0,0,13.333,39,C,FALSE,450351,"Premier Inc, CHAMPS Group Purchasing",Texas Health Harris Methodist Hospital Stephenville,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,76401,Texas Health Resources,6447,STEPHENVILLE,TX,Dallas,"Ballew,Ho",0.014,157.48,25,FALSE,-98.2224,32.2214,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
18298,120.057,1003,5.333,2515,7.922,2.309,143954775,42,0.5,0.667,0.6,0,0,0.667,0,0.5,0.143,57.429,1,0,0,1,40,53.943,A,FALSE,450358,Vizient,Houston Methodist Hospital (FKA The Methodist Hospital),A,A,A,FALSE,FALSE,FALSE,A,,,-1,,FALSE,77030,Houston Methodist (FKA Methodist Hospital System),7021,HOUSTON,TX,Houston,"Elliot, Er",0.433,330.857,7,FALSE,-95.401,29.7041,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(39.828, 63.414]","(5.0, 10.0]"
121.875,120.057,743,3.359,2515,5.462,1.653,142176273,21.597,0,0.667,0.6,0,1,0.333,0,0,0,49.333,1,0,0,1,40,47.467,B,FALSE,453304,Vizient,Texas Childrens Hospital,B,B,B,FALSE,FALSE,FALSE,B,300591.63,42941.661,201607,1065715.94,TRUE,77030,Texas Childrens Hospital,550179,HOUSTON,TX,Houston,"Elliot, Er",0.333,743,1,FALSE,-95.401,29.7041,"(0.0, 1001.0]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
121.875,120.057,743,3.359,2515,5.462,1.653,142176273,21.597,0,0.667,0.6,0,1,0.333,0,0,0,49.333,1,0,0,1,40,47.467,B,FALSE,453304,Vizient,Texas Childrens Hospital,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,77030,Texas Childrens Hospital,550179,HOUSTON,TX,Houston,"Elliot, Er",0.333,743,1,FALSE,-95.401,29.7041,"(0.0, 1001.0]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
121.875,120.057,743,3.359,2515,5.462,1.653,142176273,21.597,0,0.667,0.6,0,1,0.333,0,0,0,49.333,1,0,0,1,40,47.467,B,FALSE,453304,Vizient,Texas Childrens Hospital,B,B,B,FALSE,FALSE,FALSE,B,16379.6,2339.943,201704,41411.25,TRUE,77030,Texas Childrens Hospital,550179,HOUSTON,TX,Houston,"Elliot, Er",0.333,743,1,FALSE,-95.401,29.7041,"(0.0, 1001.0]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
8361.125,120.057,1036,6.333,2515,7.348,2.64,163739811,30.583,0.333,0.667,0.6,0,0,1,0,0,0.143,54.095,1,0,0,1,40,51.276,B,FALSE,450068,Vizient,Memorial Hermann Texas Medical Center,B,B,B,FALSE,FALSE,FALSE,B,413570.07,59081.439,201607,1642897.25,TRUE,77030,Memorial Hermann Health System,7017,HOUSTON,TX,Houston,"Elliot, Er",0.158,437.8,13,FALSE,-95.401,29.7041,"(5000.0, 9140.479]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(2.489, 2.921]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
3445.75,55.374,708,5.333,3358,6.214,1.692,96341255,26.667,0.167,0.333,0.6,0,1,0.333,0,0,0.143,49.929,1,1,0,1,40,47.943,B,FALSE,450289,"Premier Inc, Vizient",Ben Taub General Hospital,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,77030,Harris Health System (FKA: Harris County Hospital District),4015,HOUSTON,TX,Houston,"Elliot, Er",1,708,1,FALSE,-95.401,29.7041,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
58625.375,56.128,690,3.359,4438,7.028,1.963,137353798,24.583,1,0.333,0.6,0,0,0.667,0,0,0,57.667,1,1,0,1,40,54.133,A,FALSE,450076,"Premier Inc, Vizient",University of Texas MD Anderson Cancer Center,A,A,A,FALSE,FALSE,FALSE,A,384333.85,54904.836,201702,1130918.3,TRUE,77030,University of Texas System,274141,HOUSTON,TX,Houston,"Elliot, Er",0.652,352.667,3,FALSE,-95.401,29.7041,"(46815.408, 58625.375]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
1147.25,120.057,49,3.359,2515,1.308,2.331,3490637,61.364,0.167,0.667,0,0,1,0.667,0.333,0.5,0,21.667,0,0,0,0,13.333,20,D,FALSE,450804,HealthTrust Purchasing Group (HPG),Texas Orthopedic Hospital,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,77030,HCA Healthcare Gulf Coast Division,780655,HOUSTON,TX,Houston,"Elliot, Er",0.015,254.769,13,FALSE,-95.401,29.7041,"(1001.0, 5000.0]","(80.564, 141.836]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(39.828, 63.414]","(0.0, 5.0]"
10984.25,120.057,678,1.667,2515,7.554,2.733,105754432,26.75,0.5,0.667,0.6,0,0,1,0,0,0,25.167,0,0,0,0,40,28.133,D,FALSE,450193,HealthTrust Purchasing Group (HPG),CHI St Lukes Health - Baylor St Lukes Medical Center,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,77030,CHI St Lukes Health (FKA St Lukes Episcopal Health System),274128,HOUSTON,TX,Houston,"Elliot, Er",0.53,182.857,7,FALSE,-95.401,29.7041,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(2.489, 2.921]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,110,3.359,4438,27.092,1.157,10288149,24.583,0,0.333,0.2,0,0,0,0,0,0,35.333,1,0,0,1,22.222,32.711,D,FALSE,452023,Vizient,Kindred Hospital Houston,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,77030,Kindred Healthcare,7048,HOUSTON,TX,Houston,"Elliot, Er",0.021,94,56,FALSE,-95.401,29.7041,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
174.875,56.128,134,3.359,4438,8.132,1.3,14915953,24.583,0,0.333,0.2,0,0,0.333,0,0,0,37,1,0,0,1,26.667,34.933,C,FALSE,453025,Vizient,TIRR Memorial Hermann,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,77030,Memorial Hermann Health System,7017,HOUSTON,TX,Houston,"Elliot, Er",0.02,437.8,13,FALSE,-95.401,29.7041,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
6382.25,23.414,1707,3.667,2814,9.918,1.948,240880124,20.25,0.333,0,0.8,0,0,0.667,0,0,0,46.333,1,1,1,1,40,45.067,B,FALSE,100022,"Intalere (FKA: Amerinet), Vizient, Premier Inc",Jackson Memorial Hospital,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,33136,Jackson Health System (FL),274134,MIAMI,FL,Miami,OTHER,0.333,1707,1,FALSE,-80.2042,25.7864,"(5000.0, 9140.479]","(0.0, 48.525]","(1532.489, 2409.971]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
6382.25,23.414,1707,3.667,2814,9.918,1.948,240880124,20.25,0.333,0,0.8,0,0,0.667,0,0,0,46.333,1,1,1,1,40,45.067,B,FALSE,100022,"Intalere (FKA: Amerinet), Vizient, Premier Inc",Jackson Memorial Hospital,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,33136,Jackson Health System (FL),274134,MIAMI,FL,Miami,OTHER,0.333,1707,1,FALSE,-80.2042,25.7864,"(5000.0, 9140.479]","(0.0, 48.525]","(1532.489, 2409.971]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
6382.25,23.414,1707,3.667,2814,9.918,1.948,240880124,20.25,0.333,0,0.8,0,0,0.667,0,0,0,46.333,1,1,1,1,40,45.067,B,FALSE,100022,"Intalere (FKA: Amerinet), Vizient, Premier Inc",Jackson Memorial Hospital,B,B,B,FALSE,FALSE,FALSE,B,141249.39,47083.13,201805,141249.39,TRUE,33136,Jackson Health System (FL),274134,MIAMI,FL,Miami,OTHER,0.333,1707,1,FALSE,-80.2042,25.7864,"(5000.0, 9140.479]","(0.0, 48.525]","(1532.489, 2409.971]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
4145.875,23.414,56,3.359,2814,1.446,1.377,1096453,21.597,0.167,0,0,0,1,0.333,0.333,0,0,40.833,1,0,1,0,13.333,35.333,C,FALSE,100240,"HealthTrust Purchasing Group (HPG), Intalere (FKA: Amerinet)",Bascom Palmer Eye Institute (FKA: Anne Bates Leach Eye Hospital),C,D,C,FALSE,TRUE,FALSE,D,,,-1,,FALSE,33136,University Of Miami Health System (AKA UHealth),550809,MIAMI,FL,Miami,OTHER,0.098,190.667,3,FALSE,-80.2042,25.7864,"(1001.0, 5000.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
3988,23.414,476,4,2814,7.162,1.798,48771179,22.25,0.167,0,0.6,0,0,0.333,0,0,0,10.167,0,0,0,0,40,16.133,D,FALSE,100009,HealthTrust Purchasing Group (HPG),University Of Miami Hospital,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,33136,University Of Miami Health System (AKA UHealth),550809,MIAMI,FL,Miami,OTHER,0.832,190.667,3,FALSE,-80.2042,25.7864,"(1001.0, 5000.0]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
9069.625,56.128,40,3.359,4438,4.46,2.385,10852212,24.583,0.333,0.333,0,0,1,0.667,0,0,0,46.667,1,0,1,1,8.889,39.111,C,FALSE,100079,"HealthTrust Purchasing Group (HPG), Intalere (FKA: Amerinet), Vizient",Sylvester Comprehensive Cancer Center (FKA University Of Miami Hospitals And Clinics),C,D,C,FALSE,TRUE,FALSE,D,,,-1,,FALSE,33136,University Of Miami Health System (AKA UHealth),550809,MIAMI,FL,Miami,OTHER,0.07,190.667,3,FALSE,-80.2042,25.7864,"(5000.0, 9140.479]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
8369.75,51.734,554,2.667,4988,6.754,2.076,104197660,17.75,0.333,0.333,0.6,0,0,0.667,0,0,0,47.667,1,0,0,1,40,46.133,B,FALSE,320001,Vizient,University Of New Mexico Hospital,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,87106,University of New Mexico Hospitals,7032,ALBUQUERQUE,NM,Denver,"Ramirez,Ma",0.891,311,2,FALSE,-106.6169,35.079,"(5000.0, 9140.479]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
14160.5,51.734,771,5.333,4988,4.902,1.816,83834249,31.667,0.5,0.333,0.6,0,1,0.333,0,0,0.143,54.929,1,1,0,0,40,51.943,A,FALSE,320021,"Premier Inc, Cardinal Health",Presbyterian Hospital,A,A,A,FALSE,FALSE,FALSE,A,,,-1,,FALSE,87106,Presbyterian Healthcare Services,4742,ALBUQUERQUE,NM,Denver,"Ramirez,Ma",0.771,166.667,6,FALSE,-106.6169,35.079,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
2218.625,52.949,117,8.4,5349,4.68,1.637,6330337,54.4,0.167,0.333,0.2,0.25,1,0.333,0,0.5,0.143,49.679,1,0,1,1,22.222,44.187,B,FALSE,340107,"Intalere (FKA: Amerinet), Vizient",Vidant Edgecombe Hospital (FKA Heritage Hospital),B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,27886,Vidant Health (FKA University Health Services),4905,TARBORO,NC,Carolinas,"Hubbard,Ad",0.086,151.778,8,FALSE,-77.5421,35.8983,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(5.0, 10.0]"
5411.75,66.71,123,7.333,3529,4.902,1.494,14871014,19.333,0.333,0.333,0.2,0,1,0.333,0,0,0.143,48.429,1,0,0,1,22.222,43.187,C,FALSE,450271,Vizient,Wise Regional Health System - West,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,76234,Wise Regional Health System,553437,DECATUR,TX,Dallas,"Ballew,Ho",1,123,1,FALSE,-97.574,33.2351,"(5000.0, 9140.479]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
