Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,Account_id_x,Provider_Number_x,Definitive_ID,Customer_ID,initial_score,score_label,is_kids_hospital,Provider_Number_y,GPO_Affiliations,Hospital_Name,post_state_score_label,post_state_applied,post_HealthTrust_score_label,post_HealthTrust_applied,post_Vazient_and_kids_score_label,post_Vazient_and_kids_applied,final_score,Account_id_y,first_year_month_transaction,Daily_Revenue_mean_2018,Daily_Revenue_sum_2018,Total_Daily_Revenue,is_quva_customer,Provider_Number,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,idn_final_score_label,is_independent,Pharmacy_Costs,Provider_ID,Total_Costs,Total_Charges,Pharmacy_Total_Cost,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
0,56.128,30,0,4438,18,1.45,2556862,24.583,0,0.333,0,0,0,0.333,0.333,0,0,36.667,1,0,0,1,11.111,,342020,542159,nan,31.556,D,FALSE,342020,Vizient,Select Specialty Hospital - Greensboro,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,342020,27401,Select Medical Corporation,7013,GREENSBORO,NC,Carolinas,"Hubbard,Ad",0.005,4818,104,D,FALSE,,342020,11261652,40340277,0,-79.7682,36.0697,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
8339,57.448,261,9.333,9023,6,1.628,22102621,34.417,0.333,0.333,0.5,0.25,1,0.333,0,0,0.143,52.679,1,1,0,1,88.889,,340010,3046,nan,59.921,B,FALSE,340010,"Premier Inc, Vizient",Wayne Memorial Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340010,27534,UNC REX Healthcare (FKA: Rex Healthcare),274280,GOLDSBORO,NC,Carolinas,"Hubbard,Ad",0.232,1126,4,B,FALSE,21980974,340010,220575813,565128021,21980974,-77.9221,35.3664,"(5000.0, 9140.479]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
4620,46.57,102,11.333,10891,4,1.363,7581671,34.25,0.167,0,0.25,0.25,1,0.333,0,0,0.286,15.774,0,0,0,0,44.444,,340132,3038,nan,21.508,D,FALSE,340132,"HealthTrust Purchasing Group (HPG), AmerisourceBergen",Maria Parham Medical Center,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,340132,27536,Duke LifePoint Healthcare,541933,HENDERSON,NC,Carolinas,"Hubbard,Ad",0.043,2379,15,D,FALSE,7118452,340132,79251638,393743936,7118452,-78.3981,36.3301,"(1001.0, 5000.0]","(0.0, 48.525]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(10.0, 12.618]"
2146,56.73,122,14,6410,3,1.323,4475018,42.25,0.167,0.333,0.25,0.25,1,0.333,0.333,0.5,0.429,54.702,1,1,0,1,44.444,,340127,574695,nan,52.651,B,FALSE,340127,"Premier Inc, Magnet Group, Vizient",Granville Medical Center,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340127,27565,,-1,OXFORD,NC,Carolinas,"Hubbard,Ad",,,,,TRUE,2150320,340127,40291185,126572925,2663720,-78.6134,36.3313,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(12.618, 14.957]"
2317,56.322,98,0,6870,3,1.303,2371271,0,0.167,0.333,0.125,0.25,1,0.333,0.333,0,0,16.667,0,0,0,0,44.444,,340159,3018,nan,22.222,D,FALSE,340159,HealthTrust Purchasing Group (HPG),Person Memorial Hospital,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,340159,27573,Duke LifePoint Healthcare,541933,ROXBORO,NC,Carolinas,"Hubbard,Ad",0.041,2379,15,D,FALSE,1284712,340159,27625088,149598538,1284712,-78.9737,36.4059,"(1001.0, 5000.0]","(48.525, 80.564]","(50.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
11354,81.881,171,13,8380,5,2.021,20203404,30.333,0.5,0.667,0.375,0.25,1,0.667,0,0,0.429,61.786,1,0,0,1,77.778,,340073,3041,nan,64.984,A,FALSE,340073,"Magnet Group, Vizient",Duke Raleigh Hospital,A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,340073,27609,Duke Health (AKA Duke University Health System),4707,RALEIGH,NC,Carolinas,"Hubbard,Ad",0.104,1479,4,B,FALSE,63765669,340073,338313978,1647457124,63765669,-78.6317,35.848,"(9140.479, 35608.014]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(12.618, 14.957]"
14150,52.946,683,5,10651,7,1.892,116517391,12.5,0.5,0.333,0.5,0.25,0,0.333,0,0,0,48.75,1,0,0,1,100,,340069,3042,nan,59,B,FALSE,340069,Vizient,WakeMed Raleigh Campus,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340069,27610,WakeMed Health and Hospitals,274058,RALEIGH,NC,Carolinas,"Hubbard,Ad",0.592,995,4,C,FALSE,,340069,725258391,3366579187,0,-78.6008,35.7667,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,228,0,4438,2,1.061,10293993,24.583,0,0.333,0.375,0,1,0,0,0,0,42.083,1,1,0,0,88.889,,344014,6366,nan,51.444,B,FALSE,344014,Premier Inc,Holly Hill Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,344014,27610,Universal Health Services,7055,RALEIGH,NC,Carolinas,"Hubbard,Ad",0.012,18231,142,D,FALSE,,344014,30412829,127397700,0,-78.6008,35.7667,"(0.0, 1001.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2550,52.946,158,3.281,10651,5,1.401,16946149,21.536,0.167,0.333,0.375,0.25,1,0.333,0,0,0,47.5,1,0,0,1,66.667,,340069*,581774,nan,51.333,B,TRUE,340069*,Vizient,WakeMed Childrens Hospital,B,FALSE,B,FALSE,A,TRUE,A,,,,,,FALSE,340069*,27610,WakeMed Health and Hospitals,274058,RALEIGH,NC,Carolinas,"Hubbard,Ad",0.137,995,4,C,FALSE,,,,,,-78.6008,35.7667,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
9308,64.933,345,5,6877,6,1.475,25027006,30,0.5,0.333,0.5,0.25,1,0.333,0,0,0,53.75,1,0,0,1,100,,340147,3012,nan,63,A,FALSE,340147,Vizient,Nash General Hospital (AKA Nash UNC Health Care),A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,340147,27804,University of North Carolina (UNC) Health Care,274282,ROCKY MOUNT,NC,Carolinas,"Hubbard,Ad",0.15,1670,13,B,FALSE,12626153,340147,205521051,804533858,12626153,-77.8468,35.9904,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,50,0,4438,21,1.292,4470904,24.583,0,0.333,0,0,0,0.333,0.333,0,0,36.667,1,0,0,1,22.222,,342013,5440,nan,33.778,D,FALSE,342013,"Magnet Group, Vizient",Lifecare Hospital of North Carolina,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,342013,27804,LifeCare Health Partners,7218,ROCKY MOUNT,NC,Carolinas,"Hubbard,Ad",0.022,1119,21,D,FALSE,1931608,342013,19550148,124658975,1931608,-77.8468,35.9904,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1729,48.547,43,0,4359,4,1.129,2072834,37.188,0.167,0.333,0,0,1,0,0.333,0,0,12.5,0,0,0,0,22.222,,340133,3001,nan,14.444,D,FALSE,340133,HealthTrust Purchasing Group (HPG),Martin General Hospital,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,340133,27892,Quorum Health Corporation,837570,WILLIAMSTON,NC,Carolinas,"Hubbard,Ad",0.019,2298,28,D,FALSE,858379,340133,21995863,161188941,858379,-77.1022,35.8212,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
5549,43.973,274,7.333,10329,5,1.429,9101501,38,0.333,0,0.5,0.25,1,0.333,0,0,0.143,19.345,0,0,0,0,88.889,,340126,3048,nan,33.254,D,FALSE,340126,HealthTrust Purchasing Group (HPG),Wilson Medical Center,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,340126,27893,Duke LifePoint Healthcare,541933,WILSON,NC,Carolinas,"Hubbard,Ad",0.115,2379,15,D,FALSE,7685747,340126,96912817,527685652,7685747,-77.9227,35.727,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,43.742,25,0,2273,2,0.879,579562,0,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,11.111,,341314,3043,nan,31.556,D,FALSE,341314,"Provista, Managed Healthcare Associates (MHA), Vizient",Washington County Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,341314,27962,HMC/CAH Consolidated (Rural Community Hospitals of America),581751,PLYMOUTH,NC,Carolinas,"Hubbard,Ad",0.107,233,11,D,FALSE,220408,341314,12349567,46976447,224137,-76.7431,35.8508,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,41.709,6,0,2538,2,1.071,675120,0,0,0,0,0,1,0,0.333,0,0,36.667,1,0,1,1,11.111,,341304,2943,nan,31.556,D,FALSE,341304,"Intalere (FKA: Amerinet), Vizient",Vidant Bertie Hospital (FKA Bertie Memorial Hospital),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,341304,27983,Vidant Health (FKA University Health Services),4905,WINDSOR,NC,Carolinas,"Hubbard,Ad",0.005,1307,8,C,FALSE,,341304,15579976,36655131,0,-76.9336,36.0159,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2093,54.656,109,15.5,7302,4,1.417,7851196,39,0.167,0.333,0.25,0.25,1,0.333,0,0,0.571,51.964,1,1,1,0,44.444,,340119,3031,nan,50.46,B,FALSE,340119,"Intalere (FKA: Amerinet), Premier Inc",Carolinas HealthCare System Stanly (FKA Stanly Regional Medical Center),B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340119,28002,Atrium Health (FKA Carolinas HealthCare System),4697,ALBEMARLE,NC,Carolinas,"Hubbard,Ad",0.023,3734,24,B,FALSE,4225217,340119,74501251,388035823,4820282,-80.2001,35.3501,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(14.957, 16.546]"
7788,66.201,457,8,11323,5,1.734,45297538,23.5,0.333,0.333,0.5,0.25,1,0.333,0,0,0.143,52.679,1,1,0,0,100,,340001,2951,nan,62.143,A,FALSE,340001,Premier Inc,Carolinas HealthCare System NorthEast,A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,340001,28025,Atrium Health (FKA Carolinas HealthCare System),4697,CONCORD,NC,Carolinas,"Hubbard,Ad",0.094,3734,24,B,FALSE,23721165,340001,435346229,2206914900,23881582,-80.53,35.3716,"(5000.0, 9140.479]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
2550,66.201,158,3.281,11323,5,1.401,16946149,21.536,0.167,0.333,0.375,0.25,1,0.333,0,0,0,47.5,1,1,0,0,66.667,,340001*,764492,nan,51.333,B,FALSE,340001*,Premier Inc,Carolinas Rehabilitation - NorthEast,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340001*,28025,Atrium Health (FKA Carolinas HealthCare System),4697,CONCORD,NC,Carolinas,"Hubbard,Ad",0.033,3734,24,B,FALSE,,,,,,-80.53,35.3716,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2550,66.201,158,3.281,11323,5,1.401,16946149,21.536,0.167,0.333,0.375,0.25,1,0.333,0,0,0,47.5,1,1,0,0,66.667,,340001*,274401,nan,51.333,B,TRUE,340001*,Premier Inc,Jeff Gordon Childrens Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340001*,28025,Atrium Health (FKA Carolinas HealthCare System),4697,CONCORD,NC,Carolinas,"Hubbard,Ad",0.033,3734,24,B,FALSE,,,,,,-80.53,35.3716,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
9827,47.523,370,11.667,9886,6,1.704,38481841,40.25,0.5,0,0.5,0.25,1,0.333,0,0.5,0.286,55.774,1,1,0,0,100,,340032,2979,nan,64.619,A,FALSE,340032,Premier Inc,CaroMont Regional Medical Center (AKA Caromont Health),A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,340032,28054,,-1,GASTONIA,NC,Carolinas,"Hubbard,Ad",,,,,TRUE,25941599,340032,366374328,1557533391,25941599,-81.133,35.2495,"(9140.479, 35608.014]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(10.0, 12.618]"
4168,103.253,91,8.8,7794,3,1.437,7878422,39.05,0.167,0.667,0.125,0.25,1,0.333,0,0,0.143,49.762,1,0,0,1,44.444,,340183,3007,10473,48.698,C,FALSE,340183,Vizient,Novant Health Huntersville Medical Center (FKA: Presbyterian Hospital Huntersville),C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,340183,28078,Novant Health,4736,HUNTERSVILLE,NC,Carolinas,"Hubbard,Ad",0.029,2786,14,C,FALSE,5607686,340183,110964915,543353967,5980825,-80.8695,35.4011,"(1001.0, 5000.0]","(80.564, 141.836]","(50.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
1307,56.426,67,14.667,7047,3,1.225,4844330,58.167,0.167,0.333,0.125,0.25,1,0.333,0.333,0.5,0.429,53.452,1,1,0,0,33.333,,340037,2960,nan,49.429,B,FALSE,340037,Premier Inc,Carolinas HealthCare System Kings Mountain (FKA Kings Mountain Hospital),B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340037,28086,Atrium Health (FKA Carolinas HealthCare System),4697,KINGS MOUNTAIN,NC,Carolinas,"Hubbard,Ad",0.014,3734,24,B,FALSE,,340037,37092031,204842624,0,-81.3806,35.2516,"(1001.0, 5000.0]","(48.525, 80.564]","(50.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(12.618, 14.957]"
0,56.128,28,0,4438,22,1.144,1417627,24.583,0,0.333,0,0,0,0,0.333,0,0,5,0,0,0,0,11.111,,342019,829046,nan,6.222,D,FALSE,342019,AmerisourceBergen,Carolinas ContinueCARE Hospital at Kings Mountain,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,342019,28086,Community Hospital Corporation ContinueCARE,829045,KINGS MOUNTAIN,NC,Carolinas,"Hubbard,Ad",0.04,534,13,D,FALSE,,342019,6498811,30698642,0,-81.3806,35.2516,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2569,58.824,101,13.667,9932,4,1.395,8378042,44.25,0.167,0.333,0.25,0.25,1,0.333,0,0.5,0.429,53.036,1,1,0,0,44.444,,340145,2997,nan,51.317,B,FALSE,340145,Premier Inc,Carolinas HealthCare System Lincoln,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340145,28092,Atrium Health (FKA Carolinas HealthCare System),4697,LINCOLNTON,NC,Carolinas,"Hubbard,Ad",0.021,3734,24,B,FALSE,3654886,340145,93506114,524381886,3551895,-81.1818,35.4851,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(12.618, 14.957]"
4804,67.505,252,6.333,9977,4,1.586,17762895,27.083,0.167,0.333,0.375,0.25,1,0.333,0,0,0.143,48.929,1,1,0,0,88.889,,340130,3037,nan,56.921,B,FALSE,340130,Premier Inc,Carolinas HealthCare System Union,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340130,28112,Atrium Health (FKA Carolinas HealthCare System),4697,MONROE,NC,Carolinas,"Hubbard,Ad",0.052,3734,24,B,FALSE,,340130,179986374,943075384,0,-80.554,34.8946,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
3495,94.041,123,8,5564,3,1.733,5840401,26.417,0.167,0.667,0.25,0.25,1,0.333,0.333,0,0.143,22.679,0,0,0,0,44.444,,340129,2991,nan,27.032,D,FALSE,340129,HealthTrust Purchasing Group (HPG),Lake Norman Regional Medical Center,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,340129,28117,Community Health Systems (CHS),542233,MOORESVILLE,NC,Carolinas,"Hubbard,Ad",0.015,8013,58,D,FALSE,4004254,340129,87390881,700815250,3984230,-80.8685,35.584,"(1001.0, 5000.0]","(80.564, 141.836]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
3330,54.888,143,10.5,5103,4,1.505,6067459,27.667,0.167,0.333,0.25,0,1,0.333,0,0,0.286,17.857,0,0,0,0,44.444,,340013,3028,nan,23.175,D,FALSE,340013,HealthTrust Purchasing Group (HPG),Rutherford Regional Medical Center (AKA: Rutherford Regional Health System),D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,340013,28139,Duke LifePoint Healthcare,541933,RUTHERFORDTON,NC,Carolinas,"Hubbard,Ad",0.06,2379,15,D,FALSE,3252434,340013,51592269,288621646,3252434,-81.9781,35.3706,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(10.0, 12.618]"
5330,53.045,241,10.333,7870,5,1.567,15085782,30.583,0.333,0.333,0.375,0.25,1,0.333,0,0,0.286,52.857,1,1,0,0,88.889,,340021,2959,nan,60.063,B,FALSE,340021,Premier Inc,Carolinas HealthCare System Cleveland (FKA Cleveland Regional Medical Center),B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,340021,28150,Atrium Health (FKA Carolinas HealthCare System),4697,SHELBY,NC,Carolinas,"Hubbard,Ad",0.05,3734,24,B,FALSE,8252601,340021,157376539,836589338,8741078,-81.5568,35.312,"(5000.0, 9140.479]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(10.0, 12.618]"
958,45.49,15,0,3383,1,1.223,541235,0,0,0,0,0,1,0.333,0.333,0,0,38.333,1,1,0,0,11.111,,340084,2938,nan,32.889,D,FALSE,340084,Premier Inc,Carolinas HealthCare System Anson (FKA Anson Community Hospital),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,340084,28170,Atrium Health (FKA Carolinas HealthCare System),4697,WADESBORO,NC,Carolinas,"Hubbard,Ad",0.003,3734,24,B,FALSE,490438,340084,14561200,79522796,644635,-80.0696,34.9809,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
16687,59.033,1229,8.333,2271,6,2.133,178306697,35.5,0.5,0.333,0.5,0,1,0.667,0,0,0.143,55.595,1,1,0,0,100,,340113,3003,nan,64.476,A,FALSE,340113,Premier Inc,Carolinas Medical Center,A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,340113,28203,Atrium Health (FKA Carolinas HealthCare System),4697,CHARLOTTE,NC,Carolinas,"Hubbard,Ad",0.254,3734,24,B,FALSE,128448030,340113,1737112532,7708084056,150504779,-80.8583,35.2081,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
138,56.128,150,0,4438,8,1.16,12690007,24.583,0,0.333,0.25,0,0,0,0,0,0,35.833,1,1,0,0,55.556,,343026,6069,nan,39.778,C,FALSE,343026,Premier Inc,Carolinas Rehabilitation,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,343026,28203,Atrium Health (FKA Carolinas HealthCare System),4697,CHARLOTTE,NC,Carolinas,"Hubbard,Ad",0.031,3734,24,B,FALSE,5217357,343026,80324969,242130054,5229338,-80.8583,35.2081,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2550,59.033,158,3.281,2271,5,1.401,16946149,21.536,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,1,0,1,66.667,,340113*,274166,nan,50.333,B,TRUE,340113*,"Premier Inc, Vizient",Levine Childrens Hospital,B,FALSE,B,FALSE,A,TRUE,A,,,,,,FALSE,340113*,28203,Atrium Health (FKA Carolinas HealthCare System),4697,CHARLOTTE,NC,Carolinas,"Hubbard,Ad",0.033,3734,24,B,FALSE,,,,,,-80.8583,35.2081,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
5955,88.721,235,8,10214,5,1.655,36058763,30.667,0.333,0.667,0.375,0.25,1,0.333,0,0,0.143,54.762,1,1,0,0,88.889,,340098,274167,nan,61.587,A,FALSE,340098,Premier Inc,Carolinas HealthCare System Pineville,A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,340098,28210,Atrium Health (FKA Carolinas HealthCare System),4697,CHARLOTTE,NC,Carolinas,"Hubbard,Ad",0.049,3734,24,B,FALSE,14992099,340098,287651164,1587359656,15191199,-80.8577,35.1316,"(5000.0, 9140.479]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,40,0,4438,24,1.233,3472133,24.583,0,0.333,0,0,0,0.333,0.333,0,0,6.667,0,0,0,0,22.222,,342015,6346,nan,9.778,D,FALSE,342015,HealthTrust Purchasing Group (HPG),Carolinas ContinueCARE Hospital at Pineville (FKA: Carolinas Specialty Hospital),D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,342015,28210,Community Hospital Corporation ContinueCARE,829045,CHARLOTTE,NC,Carolinas,"Hubbard,Ad",0.058,534,13,D,FALSE,,342015,16976373,72807331,0,-80.8577,35.1316,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,344031,855662,nan,24.111,D,FALSE,344031,,Strategic Behavioral Center - Charlotte,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,344031,28210,Strategic Behavioral Health,550766,CHARLOTTE,NC,Carolinas,"Hubbard,Ad",0.121,1293,10,D,FALSE,,,,,,-80.8577,35.1316,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
3212,81.441,100,10.333,3607,3,1.48,15520655,30.333,0.167,0.667,0.125,0,1,0.333,0,0,0.286,49.94,1,1,0,0,44.444,,340166,3005,nan,48.841,C,FALSE,340166,Premier Inc,Carolinas Healthcare System University,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,340166,28262,Atrium Health (FKA Carolinas HealthCare System),4697,CHARLOTTE,NC,Carolinas,"Hubbard,Ad",0.021,3734,24,B,FALSE,6268376,340166,142556191,856988367,6768582,-80.7476,35.3183,"(1001.0, 5000.0]","(80.564, 141.836]","(50.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(10.0, 12.618]"
